longitude,latitude,X,Y,Z,speedbump,pothole
-118.290325,34.019582,0.000389,-0.006877,-0.002637,0,0
-118.290325,34.019582,-0.000677,0.000019,0.000445,0,0
-118.290325,34.019582,0.000414,0.0019,-0.002174,0,0
-118.290325,34.019582,0.000442,-0.003115,0.001147,0,0
-118.29035,34.019592,-0.000392,-0.000415,0.000509,0,0
-118.29035,34.019592,0.001251,-0.002553,0.000204,0,0
-118.29035,34.019592,-0.003327,0.004909,-0.001691,0,0
-118.29035,34.019592,0.004903,0.000414,0.004321,0,0
-118.290366,34.019599,0.001127,-0.003919,-0.001352,0,0
-118.290366,34.019599,-0.005676,-0.004528,-0.001691,0,0
-118.290366,34.019599,0.004529,0.000593,-0.000475,0,0
-118.290366,34.019599,-0.000384,-0.003056,-0.001858,0,0
-118.290383,34.019606,-0.001074,-0.013111,0.001844,0,0
-118.290383,34.019606,0.000356,-0.006879,-0.000174,0,0
-118.290383,34.019606,-0.005367,0.001123,-0.00106,0,0
-118.290383,34.019606,0.001696,0.002365,0.002283,0,0
-118.290406,34.019616,-0.003126,0.010971,0.002177,0,0
-118.290406,34.019616,0.000893,0.005871,-0.003916,0,0
-118.290406,34.019616,-0.009565,0.00698,0.002938,0,0
-118.290406,34.019616,0.014565,0.003084,-0.008524,0,0
-118.290434,34.019628,-0.009988,0.004075,0.012515,0,0
-118.290434,34.019628,-0.013814,0.000608,-0.008195,0,0
-118.290434,34.019628,0.016748,-0.003756,0.002247,0,0
-118.290434,34.019628,-0.013062,-0.000571,-0.000487,0,0
-118.290471,34.019643,-0.002843,-0.010707,0.006456,0,0
-118.290471,34.019643,0.006064,-0.007268,-0.009546,0,0
-118.290471,34.019643,-0.002388,0.000587,0.003104,0,0
-118.290471,34.019643,0.002584,-0.002872,-0.002903,0,0
-118.290505,34.019661,-0.005703,-0.000079,-0.00035,0,0
-118.290505,34.019661,0.019923,-0.001838,0.003392,0,0
-118.290505,34.019661,-0.01162,-0.003661,-0.000263,0,0
-118.290505,34.019661,0.008331,0.002381,0.000836,0,0
-118.290504,34.019665,0.001097,0.009214,0.004396,0,0
-118.290504,34.019665,0.005293,0.004109,-0.004771,0,0
-118.290504,34.019665,0.000387,-0.006558,-0.006428,0,0
-118.290504,34.019665,-0.00527,-0.000885,0.002639,0,0
-118.290453,34.019775,0.003932,-0.001145,0.005553,0,0
-118.290453,34.019775,-0.001326,-0.003532,0.002668,0,0
-118.290453,34.019775,0.005125,0.004562,-0.003064,0,0
-118.290453,34.019775,-0.018189,0.005745,-0.006969,0,0
-118.290416,34.019833,0.010103,0.017999,0.011881,0,0
-118.290416,34.019833,0.020743,-0.010106,0.008175,0,0
-118.290416,34.019833,-0.013538,0.003168,-0.012429,0,0
-118.290416,34.019833,0.00365,0.016848,0.004761,0,0
-118.290378,34.019892,-0.003685,-0.014718,-0.00525,0,0
-118.290378,34.019892,-0.023844,-0.00452,0.015345,0,0
-118.290378,34.019892,0.015785,-0.004746,-0.018622,0,0
-118.290378,34.019892,0.001973,0.001021,0.014385,0,0
-118.29034,34.019951,0.007893,0.002875,-0.011617,0,0
-118.29034,34.019951,-0.020655,0.00021,-0.004209,0,0
-118.29034,34.019951,0.00585,-0.00354,0.003806,0,0
-118.29034,34.019951,0.022515,-0.01536,-0.006272,0,0
-118.2903,34.020012,-0.022801,0.017827,0.007409,0,0
-118.2903,34.020012,0.030651,0.004201,-0.00382,0,0
-118.2903,34.020012,-0.014768,-0.006541,0.001947,0,0
-118.2903,34.020012,-0.024684,0.004646,0.005342,0,0
-118.290262,34.020071,0.012952,-0.001814,-0.009865,0,0
-118.290262,34.020071,0.002314,0.002141,0.011218,0,0
-118.290262,34.020071,-0.000132,-0.000649,-0.01345,0,0
-118.290262,34.020071,-0.016944,0.003199,0.020976,0,0
-118.29023,34.020121,0.015466,-0.001965,-0.023461,0,0
-118.29023,34.020121,-0.008511,0.002213,0.01431,0,0
-118.29023,34.020121,0.012438,-0.010507,-0.010143,0,0
-118.29023,34.020121,0.002121,0.00599,0.006512,0,0
-118.290197,34.020172,-0.00764,0.008618,-0.00539,0,0
-118.290197,34.020172,0.018835,-0.007996,0.009519,0,0
-118.290197,34.020172,0.000409,0.014677,-0.008491,0,0
-118.290197,34.020172,-0.023809,0.002367,0.000755,0,0
-118.290169,34.020216,0.029801,-0.007063,-0.003106,0,0
-118.290169,34.020216,-0.019695,-0.002869,0.007358,0,0
-118.290169,34.020216,0.015312,0.008923,-0.003476,0,0
-118.290169,34.020216,-0.015163,-0.004024,0.003428,0,0
-118.290145,34.020252,0.011287,-0.000885,0.004123,0,0
-118.290145,34.020252,-0.005864,-0.011257,-0.010661,0,0
-118.290145,34.020252,-0.02131,0.002307,0.003465,0,0
-118.290145,34.020252,0.021998,-0.005216,0.003243,0,0
-118.290125,34.020283,-0.004886,-0.003577,-0.004643,0,0
-118.290125,34.020283,-0.00605,0.03354,0.002877,0,0
-118.290125,34.020283,0.005055,-0.000009,-0.003529,0,0
-118.290125,34.020283,0.005317,-0.007942,0.004624,0,0
-118.290114,34.0203,-0.006266,-0.002307,-0.001304,0,0
-118.290114,34.0203,0.001788,-0.002332,0.002133,0,0
-118.290114,34.0203,0.000106,-0.011204,-0.001833,0,0
-118.290114,34.0203,-0.003017,-0.009547,-0.001438,0,0
-118.290108,34.020309,0.005709,0.003624,0.001656,0,0
-118.290108,34.020309,-0.00307,-0.001235,-0.000406,0,0
-118.290108,34.020309,-0.00071,0.000513,-0.001016,0,0
-118.290108,34.020309,0.003723,0.000068,0.000974,0,0
-118.29011,34.020306,-0.0038,-0.00117,-0.001183,0,0
-118.29011,34.020306,0.001615,0.001366,0.000888,0,0
-118.29011,34.020306,0.001472,-0.000359,0.000336,0,0
-118.29011,34.020306,-0.003588,0.000255,0.00044,0,0
-118.290113,34.020301,0.001206,-0.002743,-0.001033,0,0
-118.290113,34.020301,0.001682,0.000546,0.001035,0,0
-118.290113,34.020301,-0.001968,-0.001267,0.002073,0,0
-118.290113,34.020301,0.000445,-0.00473,-0.003569,0,0
-118.290113,34.020302,0.000356,-0.009308,0.002256,0,0
-118.290113,34.020302,0.000162,-0.003638,0.00052,0,0
-118.290113,34.020302,0.001147,-0.000518,-0.000571,0,0
-118.290113,34.020302,-0.002001,0.000179,-0.0015,0,0
-118.290111,34.020304,0.000948,0.004091,0.000549,0,0
-118.290111,34.020304,-0.00611,0.009417,0.000241,0,0
-118.290111,34.020304,0.014872,0.004002,-0.002202,0,0
-118.290111,34.020304,-0.014253,0.004473,0.000976,0,0
-118.290102,34.020318,0.002751,-0.012648,0.003006,0,0
-118.290102,34.020318,0.009331,-0.003415,-0.001459,0,0
-118.290102,34.020318,-0.004554,-0.002978,-0.00602,0,0
-118.290102,34.020318,0.00044,0.00215,0.010019,0,0
-118.290085,34.020345,-0.006784,0.004396,-0.00242,0,0
-118.290085,34.020345,0.006957,0.006124,0.001257,0,0
-118.290085,34.020345,0.011858,0.003439,-0.004382,0,0
-118.290085,34.020345,-0.006322,-0.006702,-0.003832,0,0
-118.290063,34.020378,-0.018396,-0.00316,0.005052,0,0
-118.290063,34.020378,0.011768,-0.00136,-0.000938,0,0
-118.290063,34.020378,-0.017078,-0.002633,0.0011,0,0
-118.290063,34.020378,-0.036627,-0.040808,-0.009148,0,0
-118.290036,34.02042,0.052999,0.050796,0.000414,0,0
-118.290036,34.02042,-0.039086,-0.008105,0.036923,0,0
-118.290036,34.02042,0.036648,0.015225,-0.03137,0,0
-118.290036,34.02042,-0.002851,0.001274,0.003045,0,0
-118.290006,34.020469,-0.000541,-0.001209,-0.00754,0,0
-118.290006,34.020469,-0.004473,0.000237,0.007066,0,0
-118.290006,34.020469,0.012943,-0.001102,0.000784,0,0
-118.290006,34.020469,-0.002264,-0.004662,-0.000722,0,0
-118.289973,34.02052,-0.003639,-0.003961,-0.004559,0,0
-118.289973,34.02052,0.008984,-0.003297,0.003599,0,0
-118.289973,34.02052,-0.014623,0.004084,0.006443,0,0
-118.289973,34.02052,0.009077,-0.005006,-0.006219,0,0
-118.28994,34.020573,0.010181,0.001928,-0.001347,0,0
-118.28994,34.020573,-0.031795,-0.004575,0.009658,0,0
-118.28994,34.020573,0.019607,0.007685,-0.009328,0,0
-118.28994,34.020573,-0.011948,0.004562,-0.002801,0,0
-118.289904,34.020632,0.009053,0.004926,0.00933,0,0
-118.289904,34.020632,0.014567,0.009614,-0.011068,0,0
-118.289904,34.020632,-0.005527,-0.006229,0.002781,0,0
-118.289904,34.020632,-0.010993,-0.002144,0.005435,0,0
-118.289863,34.020698,-0.007615,-0.00213,-0.001106,0,0
-118.289863,34.020698,0.010665,0.003205,-0.000929,0,0
-118.289863,34.020698,0.000895,-0.002757,-0.00291,0,0
-118.289863,34.020698,-0.009,0.002861,0.003974,0,0
-118.289823,34.020761,0.011928,0.001452,0.011906,0,0
-118.289823,34.020761,0.01839,0.006454,0.013023,0,0
-118.289823,34.020761,-0.025353,-0.009944,-0.03476,0,0
-118.289823,34.020761,0.004039,-0.001919,0.007869,0,0
-118.289785,34.020822,-0.004263,0.000389,0.00223,0,0
-118.289785,34.020822,0.007231,0.00345,-0.004112,0,0
-118.289785,34.020822,-0.001302,0.001855,0.00064,0,0
-118.289785,34.020822,0.003697,0.007733,0.003076,0,0
-118.289749,34.02088,-0.016649,-0.004282,-0.002819,0,0
-118.289749,34.02088,0.013582,-0.001822,0.001565,0,0
-118.289749,34.02088,0.003706,0.008029,0.002287,0,0
-118.289749,34.02088,-0.001575,-0.001127,-0.002552,0,0
-118.289715,34.020933,0.000591,0.000808,0.000906,0,0
-118.289715,34.020933,-0.003607,0.000109,-0.000146,0,0
-118.289715,34.020933,0.000159,-0.00532,0.001674,0,0
-118.289715,34.020933,0.002083,-0.002801,0.000976,0,0
-118.289692,34.020971,-0.000317,0.002508,-0.004158,0,0
-118.289692,34.020971,-0.001848,0.001341,0.005707,0,0
-118.289692,34.020971,-0.000391,0.001248,-0.004172,0,0
-118.289692,34.020971,-0.001565,0.005964,-0.002382,0,0
-118.289672,34.021004,-0.001346,0.001316,0.001078,0,0
-118.289672,34.021004,0.002278,0.003305,0.002491,0,0
-118.289672,34.021004,0.001444,-0.003126,-0.001212,0,0
-118.289672,34.021004,-0.001973,-0.004249,-0.00159,0,0
-118.289658,34.021026,-0.000115,0.000403,0.000451,0,0
-118.289658,34.021026,-0.000387,0.000512,0.002267,0,0
-118.289658,34.021026,0.000534,-0.00136,-0.001828,0,0
-118.289658,34.021026,0.000873,-0.000445,0.001298,0,0
-118.289652,34.021035,0.001845,0.003764,-0.000425,0,0
-118.289652,34.021035,-0.001954,-0.023075,-0.001139,0,0
-118.289652,34.021035,-0.001556,0.004631,0.001646,0,0
-118.289652,34.021035,0.001452,0.000895,-0.001181,0,0
-118.289652,34.021036,-0.001234,-0.00009,0.001305,0,0
-118.289652,34.021036,0.000537,0.000678,-0.00012,0,0
-118.289652,34.021036,-0.000199,-0.001508,-0.000972,0,0
-118.289652,34.021036,-0.00105,-0.000663,-0.000492,0,0
-118.289652,34.021035,0.001698,0.000545,0.000437,0,0
-118.289652,34.021035,-0.000059,0.000576,0.000501,0,0
-118.289652,34.021035,-0.004268,-0.002776,-0.000534,0,0
-118.289652,34.021035,0.003126,0.000758,0.000237,0,0
-118.289653,34.021033,0.002771,0.000235,-0.000818,0,0
-118.289653,34.021033,-0.002012,-0.011729,0.000093,0,0
-118.289653,34.021033,0.004021,-0.007626,-0.001645,0,0
-118.289653,34.021033,-0.004872,0.028,0.004727,0,0
-118.289651,34.021037,-0.000739,0.014643,-0.005493,0,0
-118.289651,34.021037,0.002364,0.002507,0.005178,0,0
-118.289651,34.021037,-0.001211,-0.033641,-0.002236,0,0
-118.289651,34.021037,0.000517,0.009269,0.001864,0,0
-118.289649,34.02104,-0.000143,0.003266,-0.000784,0,0
-118.289649,34.02104,0.00293,-0.006594,-0.004659,0,0
-118.289649,34.02104,-0.004537,0.005578,0.00503,0,0
-118.289649,34.02104,0.003868,-0.001649,-0.001164,0,0
-118.289649,34.021041,-0.004715,-0.00012,0.00106,0,0
-118.289649,34.021041,0.002855,0.000871,-0.000165,0,0
-118.289649,34.021041,0.00093,-0.001825,-0.000629,0,0
-118.289649,34.021041,-0.003713,0.000487,-0.000128,0,0
-118.289648,34.021042,0.004055,-0.000025,-0.000226,0,0
-118.289648,34.021042,-0.003905,0.001063,0.001049,0,0
-118.289648,34.021042,0.003817,-0.000047,-0.00024,0,0
-118.289648,34.021042,-0.003496,-0.001187,-0.000305,0,0
-118.289646,34.021044,0.00272,0.000551,0.000496,0,0
-118.289646,34.021044,-0.000443,-0.000585,-0.001568,0,0
-118.289646,34.021044,-0.002791,0.00091,0.000832,0,0
-118.289646,34.021044,0.005068,-0.000641,-0.000288,0,0
-118.289646,34.021045,-0.005216,0.000611,0.000415,0,0
-118.289646,34.021045,0.003571,-0.000054,-0.000804,0,0
-118.289646,34.021045,-0.001282,0.000073,0.001091,0,0
-118.289646,34.021045,0.000568,-0.00075,-0.000054,0,0
-118.289646,34.021045,0.001028,0.000171,-0.000764,0,0
-118.289646,34.021045,-0.003127,0.001428,0.001962,0,0
-118.289646,34.021045,0.003761,-0.001467,-0.001746,0,0
-118.289646,34.021045,-0.004392,0.00087,0.001021,0,0
-118.289646,34.021045,0.003586,-0.00007,-0.001207,0,0
-118.289646,34.021045,-0.001214,0.000157,0.001375,0,0
-118.289646,34.021045,-0.000769,-0.000882,-0.001078,0,0
-118.289646,34.021045,0.002337,0.000489,-0.000353,0,0
-118.289646,34.021045,-0.004424,-0.00072,0.000317,0,0
-118.289646,34.021045,0.0051,0.000079,0.000658,0,0
-118.289646,34.021045,-0.003512,0.000086,-0.000532,0,0
-118.289646,34.021045,0.001887,0.00026,-0.000958,0,0
-118.289646,34.021045,0.000688,0.000154,0.000492,0,0
-118.289646,34.021045,-0.003269,0.000321,0.000846,0,0
-118.289646,34.021045,0.003778,-0.000724,-0.001586,0,0
-118.289646,34.021045,-0.00401,0.000221,0.00168,0,0
-118.289646,34.021045,0.004526,0.000184,-0.000465,0,0
-118.289646,34.021045,-0.003187,-0.000457,-0.000331,0,0
-118.289646,34.021045,0.002046,0.000977,-0.000457,0,0
-118.289646,34.021045,-0.001141,-0.00023,0.00155,0,0
-118.289646,34.021045,-0.00089,0.000692,-0.000174,0,0
-118.289646,34.021045,0.002622,-0.001573,-0.001685,0,0
-118.289646,34.021045,-0.004346,0.000381,0.001467,0,0
-118.289646,34.021045,0.004526,-0.000725,-0.000254,0,0
-118.289646,34.021045,-0.003811,0.00059,0.000341,0,0
-118.289646,34.021045,0.00319,0.000215,-0.000851,0,0
-118.289646,34.021045,-0.001193,0.000602,0.000971,0,0
-118.289646,34.021045,-0.001456,-0.000314,-0.000294,0,0
-118.289646,34.021045,0.003347,0.000475,0.000145,0,0
-118.289646,34.021045,-0.005072,-0.000633,0.000268,0,0
-118.289646,34.021045,0.00541,-0.001428,-0.000426,0,0
-118.289646,34.021045,-0.002406,-0.001408,-0.000532,0,0
-118.289646,34.021045,0.000394,0.000944,-0.000576,0,0
-118.289646,34.021045,-0.00037,-0.00091,0.00003,0,0
-118.289646,34.021045,-0.000412,-0.003681,0.002265,0,0
-118.289646,34.021045,0.000846,-0.006337,-0.003516,0,0
-118.289646,34.021045,-0.000624,0.00014,0.002336,0,0
