longitude,latitude,X,Y,Z,speedbump,pothole
-118.291293,34.021881,-0.018043,-0.002662,-0.019218,0,0
-118.291293,34.021881,0.016,0.004822,0.015963,0,0
-118.291237,34.021869,-0.006243,0.001439,-0.004472,0,0
-118.291237,34.021869,0.002776,0.014036,0.001179,0,0
-118.291237,34.021869,0.003286,-0.01007,-0.009077,0,0
-118.291237,34.021869,0.004007,0.00257,0.005788,0,0
-118.291181,34.021844,-0.004995,0.004386,0.003152,0,0
-118.291181,34.021844,0.003622,-0.011122,-0.003437,0,0
-118.291181,34.021844,-0.002991,0.016339,0.002647,0,0
-118.291181,34.021844,0.006476,0.00345,0.004335,0,0
-118.291136,34.021814,-0.019314,-0.001939,-0.000335,0,0
-118.291136,34.021814,0.02582,0.005152,-0.013892,0,0
-118.291136,34.021814,-0.043481,-0.004911,0.025664,0,0
-118.291136,34.021814,0.068193,0.010296,-0.030592,0,0
-118.291104,34.021807,-0.060876,-0.022633,0.024382,0,0
-118.291104,34.021807,0.020105,0.009614,0.004738,0,0
-118.291104,34.021807,0.022874,-0.002586,-0.033897,0,0
-118.291104,34.021807,-0.035613,-0.003666,0.01527,0,0
-118.291081,34.021802,0.020103,0.002603,-0.00361,0,0
-118.291081,34.021802,-0.010973,-0.000636,-0.010859,0,0
-118.291081,34.021802,0.01467,-0.016512,0.03369,0,0
-118.291081,34.021802,-0.010798,0.020565,-0.029806,0,0
-118.291051,34.021794,-0.001358,-0.00932,0.020943,0,0
-118.291051,34.021794,0.008746,0.002804,-0.019496,0,0
-118.291051,34.021794,-0.002964,0.006123,0.038242,1,0
-118.291051,34.021794,0.004713,-0.011706,-0.042772,0,0
-118.291028,34.021782,-0.007864,0.004226,0.023129,0,0
-118.291028,34.021782,0.003067,-0.019078,-0.006434,0,0
-118.291028,34.021782,-0.004014,-0.002936,-0.000685,0,0
-118.291028,34.021782,0.005796,0.002723,0.004971,0,0
-118.29101,34.021774,-0.003244,0.003126,-0.004733,0,0
-118.29101,34.021774,0.002034,0.005329,0.001473,0,0
-118.29101,34.021774,0.003008,-0.002619,0.014575,0,0
-118.29101,34.021774,-0.012636,0.015216,-0.021959,0,0
-118.290978,34.021768,0.009778,-0.019568,0.016817,0,0
-118.290978,34.021768,-0.030411,-0.035896,-0.039861,0,0
-118.290978,34.021768,0.048099,0.035348,0.025614,0,0
-118.290978,34.021768,-0.023949,-0.002462,0.009574,0,0
-118.290928,34.021748,0.009081,0.004627,-0.013271,0,0
-118.290928,34.021748,-0.004699,-0.00679,0.00511,0,0
-118.290928,34.021748,-0.005385,0.017016,0.000517,0,0
-118.290928,34.021748,0.01303,0.001544,-0.006985,0,0
-118.290861,34.021722,-0.005012,0.005762,0.01113,0,0
-118.290861,34.021722,-0.007405,-0.007357,-0.000596,0,0
-118.290861,34.021722,0.008891,0.010204,-0.008539,0,0
-118.290861,34.021722,-0.006784,0.006101,0.007087,0,0
-118.290793,34.021695,0.002824,-0.004494,-0.007702,0,0
-118.290793,34.021695,0.005108,-0.005522,0.00801,0,0
-118.290793,34.021695,-0.008342,-0.004529,-0.010299,0,0
-118.290793,34.021695,0.008576,0.001296,0.01129,0,0
-118.290733,34.021674,-0.010143,-0.00145,0.00059,0,0
-118.290733,34.021674,0.010202,0.000562,0.000293,0,0
-118.290733,34.021674,-0.00331,-0.004347,-0.006171,0,0
-118.290733,34.021674,0.002435,0.003001,0.007604,0,0
-118.290733,34.021674,-0.00056,-0.004094,-0.000557,0,0
-118.290676,34.021654,-0.01977,0.005757,0.000944,0,0
-118.290676,34.021654,0.01614,0.003015,0.00246,0,0
-118.290676,34.021654,-0.006258,-0.004545,-0.000801,0,0
-118.290616,34.021641,0.004148,-0.002365,-0.006809,0,0
-118.290616,34.021641,0.010677,-0.003999,0.001097,0,0
-118.290616,34.021641,-0.022714,0.005275,0.003569,0,0
-118.290616,34.021641,0.018808,-0.009748,-0.001229,0,0
-118.290556,34.021619,-0.014807,0.00344,-0.003338,0,0
-118.290556,34.021619,0.015791,0.009518,-0.004641,0,0
-118.290556,34.021619,-0.018539,0.00469,0.005013,0,0
-118.290556,34.021619,0.009627,0.002135,0.00417,0,0
-118.290556,34.021619,-0.015664,0.005967,-0.011471,0,0
-118.290484,34.021595,0.022025,0.001211,0.005989,0,0
-118.290484,34.021595,-0.005365,-0.000361,-0.00133,0,0
-118.290484,34.021595,0.003165,0.008681,0.005189,0,0
-118.290417,34.021569,-0.005735,-0.002129,-0.005634,0,0
-118.290417,34.021569,-0.000923,-0.003997,0.004805,0,0
-118.290417,34.021569,0.007784,-0.0049,-0.002206,0,0
-118.290417,34.021569,-0.006807,-0.007627,0.003344,0,0
-118.290366,34.021547,0.006474,-0.021006,0.017834,0,0
-118.290366,34.021547,-0.00933,0.022585,-0.028261,0,0
-118.290366,34.021547,-0.007725,-0.012126,-0.031704,0,0
-118.290366,34.021547,0.036506,0.007937,0.058011,1,0
-118.290329,34.021532,-0.036738,-0.003303,-0.038157,0,0
-118.290329,34.021532,0.007996,0.009239,0.034387,0,0
-118.290329,34.021532,0.003982,-0.01611,-0.018119,0,0
-118.290329,34.021532,-0.007554,-0.002743,0.005149,0,0
-118.290329,34.021532,0.016258,-0.008567,-0.00584,0,0
-118.290292,34.021515,-0.013076,0.00605,0.003638,0,0
-118.290292,34.021515,0.015493,-0.004484,0.001993,0,0
-118.290292,34.021515,-0.015958,-0.008544,-0.004134,0,0
-118.290292,34.021515,0.01195,0.019104,0.013356,0,0
-118.29025,34.021491,-0.003381,-0.01269,-0.007945,0,0
-118.29025,34.021491,0.002192,0.004687,-0.009869,0,0
-118.29025,34.021491,-0.008735,-0.001754,0.027418,0,0
-118.29025,34.021491,-0.000689,0.005983,-0.022585,0,0
-118.290187,34.02146,0.00712,0.002942,-0.000719,0,0
-118.290187,34.02146,-0.004519,0.012515,0.004072,0,0
-118.290187,34.02146,-0.000985,0.003756,-0.001181,0,0
-118.290187,34.02146,-0.000966,0.00099,0.002552,0,0
-118.290107,34.02142,0.002307,-0.002586,-0.008717,0,0
-118.290107,34.02142,0.005335,0.00844,0.004231,0,0
-118.290107,34.02142,-0.004537,0.003103,0.004046,0,0
-118.290107,34.02142,0.000654,-0.004487,-0.005667,0,0
-118.29003,34.021378,-0.003481,0.006796,0.005023,0,0
-118.29003,34.021378,0.002244,0.002141,-0.00185,0,0
-118.29003,34.021378,-0.004084,0.000415,0.001685,0,0
-118.29003,34.021378,0.005181,0.000745,0.004448,0,0
-118.289968,34.021344,0.004683,-0.001072,-0.00473,0,0
-118.289968,34.021344,-0.009336,0.001805,0.000692,0,0
-118.289968,34.021344,0.006141,-0.012185,-0.000313,0,0
-118.289968,34.021344,0.001081,-0.009922,-0.000702,0,0
-118.289923,34.021318,-0.000971,0.001186,-0.001536,0,0
-118.289923,34.021318,-0.003863,-0.000986,-0.002452,0,0
-118.289923,34.021318,0.004338,-0.000462,0.006241,0,0
-118.289923,34.021318,-0.000254,0.002578,-0.003579,0,0
-118.289897,34.021298,-0.003705,-0.002356,0.001848,0,0
-118.289897,34.021298,0.007976,0.001601,-0.00038,0,0
-118.289897,34.021298,-0.012413,0.000537,-0.002449,0,0
-118.289897,34.021298,0.013671,-0.002983,0.006253,0,0
-118.289865,34.021287,-0.006076,0.003008,-0.003937,0,0
-118.289865,34.021287,0.008054,-0.000874,0.001366,0,0
-118.289865,34.021287,-0.006954,0.001895,-0.004335,0,0
-118.289865,34.021287,0.00108,0.002402,0.006339,0,0
-118.289834,34.021265,0.002894,0.001382,-0.004347,0,0
-118.289834,34.021265,-0.003711,-0.006667,0.001117,0,0
-118.289834,34.021265,-0.001708,0.000958,0.000263,0,0
-118.289834,34.021265,0.00098,-0.001788,-0.002413,0,0
-118.2898,34.021248,-0.001663,0.003966,0.004316,0,0
-118.2898,34.021248,-0.005178,-0.001901,-0.004438,0,0
-118.2898,34.021248,0.008079,-0.00007,0.006154,0,0
-118.2898,34.021248,-0.008819,0.001844,-0.005695,0,0
-118.289769,34.02123,0.00293,-0.000042,0.001246,0,0
-118.289769,34.02123,0.002726,0.000664,0.000806,0,0
-118.289769,34.02123,-0.003839,0.002141,0.002437,0,0
-118.289769,34.02123,0.002281,0.003064,-0.00459,0,0
-118.289743,34.021214,-0.00082,0.001621,0.003605,0,0
-118.289743,34.021214,0.000123,0.003865,-0.003361,0,0
-118.289743,34.021214,0.00241,-0.001349,0.001438,0,0
-118.289743,34.021214,0.000101,-0.003663,0.000447,0,0
-118.289714,34.021206,-0.000916,-0.011352,-0.00204,0,0
-118.289714,34.021206,-0.003831,0.003268,0.002723,0,0
-118.289714,34.021206,0.003012,-0.001623,-0.001299,0,0
-118.289714,34.021206,-0.00241,-0.000473,0.001508,0,0
-118.289696,34.0212,0.000778,0.000255,-0.002944,0,0
-118.289696,34.0212,-0.001099,0.000517,0.001452,0,0
-118.289696,34.0212,0.00277,0.002258,0.001169,0,0
-118.289696,34.0212,0.003297,0.003885,0.000682,0,0
-118.289675,34.021193,-0.001172,0.006929,-0.003562,0,0
-118.289675,34.021193,0.002388,-0.001086,0.001575,0,0
-118.289675,34.021193,-0.001789,0.001554,0.001069,0,0
-118.289675,34.021193,-0.000012,-0.000952,0.00077,0,0
-118.28965,34.021194,-0.000857,-0.014029,-0.000011,0,0
-118.28965,34.021194,-0.000011,-0.000247,-0.003417,0,0
-118.28965,34.021194,0.000324,0.00314,0.002003,0,0
-118.28965,34.021194,0.000016,-0.002953,-0.000201,0,0
-118.289637,34.021193,-0.000283,0.001696,-0.000431,0,0
-118.289637,34.021193,0.000224,-0.000251,0.000641,0,0
-118.289637,34.021193,0.000291,-0.001088,-0.001273,0,0
-118.289637,34.021193,-0.001629,0.001456,0.002121,0,0
-118.289631,34.021191,0.002507,-0.000549,-0.001677,0,0
-118.289631,34.021191,-0.002438,-0.000288,0.000815,0,0
-118.289631,34.021191,0.002667,-0.000285,-0.000562,0,0
-118.289631,34.021191,-0.004795,0.000755,0.003513,0,0
-118.289629,34.021191,0.003148,-0.003109,-0.003222,0,0
-118.289629,34.021191,0.000053,-0.001948,0.000381,0,0
-118.289629,34.021191,-0.001732,-0.009529,-0.002049,0,0
-118.289629,34.021191,0.000053,-0.005125,0.002916,0,0
-118.289628,34.021191,-0.001352,-0.000896,-0.000683,0,0
-118.289628,34.021191,-0.003549,0.001901,-0.002258,0,0
-118.289628,34.021191,0.002049,0.001822,0.002203,0,0
-118.289628,34.021191,-0.006449,0.00211,0.000249,0,0
-118.289628,34.021191,-0.005516,0.000347,0.00031,0,0
-118.289628,34.021191,0.001187,0.002406,-0.003117,0,0
-118.289628,34.021191,-0.005751,-0.000822,-0.004875,0,0
-118.289628,34.021191,-0.001761,0.002367,0.008623,0,0
-118.289613,34.021178,0.01228,-0.000601,-0.010118,0,0
-118.289613,34.021178,-0.014733,-0.000408,0.0077,0,0
-118.289613,34.021178,0.007504,0.001772,0.001911,0,0
-118.289613,34.021178,0.005049,-0.001943,-0.002273,0,0
-118.289603,34.021144,-0.004649,0.002588,0.005692,0,0
-118.289603,34.021144,0.011471,0.002147,-0.00443,0,0
-118.289603,34.021144,-0.007839,-0.002507,0.003829,0,0
-118.289603,34.021144,0.00574,-0.004704,-0.006174,0,0
-118.289606,34.021106,-0.004148,-0.000902,0.005594,0,0
-118.289606,34.021106,0.002073,0.000152,-0.006232,0,0
-118.289606,34.021106,-0.001587,0.001713,0.005468,0,0
-118.289606,34.021106,0.004178,0.003874,-0.003479,0,0
-118.289631,34.021061,0.000289,-0.00546,-0.003401,0,0
-118.289631,34.021061,0.000845,-0.001617,-0.00007,0,0
-118.289631,34.021061,-0.002563,0.002522,-0.002668,0,0
-118.289631,34.021061,0.016349,0.008354,0.006278,0,0
-118.289682,34.021017,-0.011505,-0.005505,0.000545,0,0
-118.289682,34.021017,-0.000115,-0.003825,-0.000173,0,0
-118.289682,34.021017,0.005715,0.00382,-0.000417,0,0
-118.289682,34.021017,-0.00822,0.001967,-0.000549,0,0
-118.289708,34.020945,0.000235,0.007637,-0.00503,0,0
-118.289708,34.020945,-0.001822,0.002416,-0.00018,0,0
-118.289708,34.020945,0.011144,-0.003524,0.003061,0,0
-118.289708,34.020945,-0.005503,0.007784,0.006001,0,0
-118.289754,34.020871,0.003109,0.001853,-0.001173,0,0
-118.289754,34.020871,-0.0025,-0.004999,0.004262,0,0
-118.289754,34.020871,-0.008223,0.000152,0.006154,0,0
-118.289754,34.020871,0.006978,0.004063,-0.01511,0,0
-118.289795,34.020805,0.023671,-0.008074,-0.016594,0,0
-118.289795,34.020805,-0.039903,0.014072,0.036249,0,0
-118.289795,34.020805,0.019271,-0.00524,-0.016798,0,0
-118.289795,34.020805,0.006406,-0.001421,-0.00469,0,0
-118.289839,34.020735,0.000352,0.009641,0.014122,0,0
-118.289839,34.020735,0.005018,-0.001151,-0.010148,0,0
-118.289839,34.020735,-0.013798,0.004058,0.006281,0,0
-118.289839,34.020735,0.000039,-0.001554,-0.000401,0,0
-118.28988,34.02067,-0.001824,0.00319,-0.006894,0,0
-118.28988,34.02067,0.001218,0.005446,0.000675,0,0
-118.28988,34.02067,-0.005594,-0.003039,0.005097,0,0
-118.28988,34.02067,0.013661,-0.000562,-0.007371,0,0
-118.289909,34.020623,-0.010204,-0.004559,0.008251,0,0
-118.289909,34.020623,0.009171,-0.001789,-0.008489,0,0
-118.289909,34.020623,-0.00867,0.003572,0.003666,0,0
-118.289909,34.020623,0.007388,-0.001008,0.004092,0,0
-118.289935,34.020582,-0.00612,-0.001145,-0.005426,0,0
-118.289935,34.020582,0.003292,-0.014208,0.001928,0,0
-118.289935,34.020582,0.000739,-0.000907,0.003283,0,0
-118.289935,34.020582,-0.004226,0.004028,-0.00394,0,0
-118.289951,34.020556,0.004705,-0.009362,0.00206,0,0
-118.289951,34.020556,-0.006978,-0.01305,-0.003355,0,0
-118.289951,34.020556,0.002701,-0.0026,0.0008,0,0
-118.289951,34.020556,-0.001906,0.001947,-0.001461,0,0
-118.289964,34.020536,0.001452,-0.004724,0.006596,0,0
-118.289964,34.020536,0.008737,-0.001638,0.007649,0,0
-118.289964,34.020536,-0.009821,0.007066,-0.015882,0,0
-118.289964,34.020536,0.003731,-0.001377,0.007708,0,0
-118.289984,34.020503,-0.010011,-0.006134,-0.015961,0,0
-118.289984,34.020503,0.007433,-0.000364,0.009275,0,0
-118.289984,34.020503,0.00054,0.016999,0.020721,0,0
-118.289984,34.020503,0.013722,-0.009267,-0.036926,0,0
-118.290019,34.020447,-0.009527,0.010108,0.023218,0,0
-118.290019,34.020447,-0.012969,0.005018,-0.000569,0,0
-118.290019,34.020447,0.031672,-0.000017,-0.00705,0,0
-118.290019,34.020447,-0.032138,0.0033,-0.001352,0,0
-118.29006,34.020383,0.017293,-0.019695,0.003425,0,0
-118.29006,34.020383,0.036284,0.01174,-0.008105,0,0
-118.29006,34.020383,-0.059198,-0.003221,0.006669,0,0
-118.29006,34.020383,0.035281,-0.006854,0.007781,0,0
-118.290107,34.02031,-0.016641,0.008158,-0.004687,0,0
-118.290107,34.02031,0.004568,-0.002259,-0.00293,0,0
-118.290107,34.02031,0.002541,0.005615,0.002132,0,0
-118.290107,34.02031,-0.005046,0.005933,0.007072,0,0
-118.290157,34.020234,0.022647,-0.011041,-0.022216,0,0
-118.290157,34.020234,-0.049973,0.000103,0.003303,0,0
-118.290157,34.020234,0.031588,0.002062,0.004632,0,0
-118.290157,34.020234,-0.011385,0.009012,0.020098,0,0
-118.290208,34.020154,-0.006852,0.005208,-0.006504,0,0
-118.290208,34.020154,-0.018597,-0.006773,-0.011822,0,0
-118.290208,34.020154,0.024774,0.00862,-0.00441,0,0
-118.290208,34.020154,-0.000316,-0.00155,0.022751,0,0
-118.29026,34.020075,0.003185,0.014452,-0.014889,0,0
-118.29026,34.020075,-0.048854,-0.012062,-0.024296,0,0
-118.29026,34.020075,0.036753,0.001011,0.046838,0,0
-118.29026,34.020075,0.016622,-0.006999,-0.020483,0,0
-118.290313,34.019993,0.003386,0.011555,-0.005085,0,0
-118.290313,34.019993,-0.004162,-0.00328,0.003828,0,0
-118.290313,34.019993,-0.009957,-0.000179,0.008463,0,0
-118.290313,34.019993,0.019019,0.007282,-0.000554,0,0
-118.290358,34.019923,-0.022793,0.002995,-0.003238,0,0
-118.290358,34.019923,0.025564,-0.000045,0.000391,0,0
-118.290358,34.019923,-0.004058,0.002248,-0.00239,0,0
-118.290358,34.019923,-0.006118,-0.004895,-0.004858,0,0
-118.290398,34.019862,-0.009708,0.003633,-0.002983,0,0
-118.290398,34.019862,0.016221,0.004364,0.004366,0,0
-118.290398,34.019862,0.000026,0.007063,0.009938,0,0
-118.290398,34.019862,-0.00407,-0.004617,-0.010045,0,0
-118.290422,34.019824,-0.000538,-0.00853,0.007042,0,0
-118.290422,34.019824,-0.007084,0.000409,-0.00694,0,0
-118.290422,34.019824,0.006691,-0.001999,0.002017,0,0
-118.290422,34.019824,-0.005857,-0.013582,0.002505,0,0
-118.290443,34.019792,0.005237,-0.004859,-0.001937,0,0
-118.290443,34.019792,-0.007129,0.000431,0.003311,0,0
-118.290443,34.019792,0.006445,-0.001967,-0.003003,0,0
-118.290443,34.019792,0.003474,-0.004895,-0.002384,0,0
-118.290454,34.019776,-0.00489,-0.006913,0.00265,0,0
-118.290454,34.019776,0.005595,-0.002846,-0.004792,0,0
-118.290454,34.019776,-0.001122,-0.002938,0.008229,0,0
-118.290454,34.019776,0.001528,-0.000727,-0.009291,0,0
-118.290466,34.019757,0.008356,0.007204,0.009636,0,0
-118.290466,34.019757,-0.011111,0.005301,-0.00316,0,0
-118.290466,34.019757,0.002609,0.010461,-0.005816,0,0
-118.290466,34.019757,0.014547,-0.000459,0.012641,0,0
-118.290487,34.019725,-0.018924,-0.000325,-0.009756,0,0
-118.290487,34.019725,0.016272,0.000319,-0.004873,0,0
-118.290487,34.019725,-0.014351,0.001207,0.011779,0,0
-118.290487,34.019725,-0.002567,-0.013582,-0.006775,0,0
-118.290503,34.019697,0.0164,-0.002122,0.001968,0,0
-118.290503,34.019697,-0.024849,-0.008455,-0.003543,0,0
-118.290503,34.019697,0.005502,-0.003716,0.000199,0,0
-118.290503,34.019697,0.012273,0.005155,0.003478,0,0
-118.290498,34.019687,-0.006733,0.001727,0.004531,0,0
-118.290498,34.019687,0.014891,-0.000784,-0.007257,0,0
-118.290498,34.019687,-0.001844,0.010878,0.005882,0,0
-118.290498,34.019687,-0.004781,0.007392,-0.005948,0,0
-118.290431,34.019627,-0.005964,-0.001999,0.004514,0,0
-118.290431,34.019627,-0.001802,0.004567,0.000411,0,0
-118.290431,34.019627,0.00164,0.000627,-0.002745,0,0
-118.290431,34.019627,-0.009921,-0.002237,0.004895,0,0
-118.290373,34.019602,-0.002122,-0.002678,-0.005615,0,0
-118.290373,34.019602,0.00386,0.011752,0.003297,0,0
-118.290373,34.019602,0.009429,-0.007663,0.000775,0,0
-118.290373,34.019602,-0.015958,0.003856,-0.015284,0,0
-118.290311,34.019576,0.002919,0.003008,0.015594,0,0
-118.290311,34.019576,0.010736,0.016661,-0.014039,0,0
-118.290311,34.019576,-0.021695,0.006347,0.019888,0,0
-118.290311,34.019576,0.017559,-0.008082,-0.012806,0,0
-118.290263,34.019556,-0.003473,0.00101,0.004553,0,0
-118.290263,34.019556,0.003299,-0.01042,-0.001369,0,0
-118.290263,34.019556,-0.002625,-0.01487,-0.002752,0,0
-118.290263,34.019556,-0.004554,0.0022,0.000042,0,0
-118.290231,34.019542,0.004142,-0.001699,0.002712,0,0
-118.290231,34.019542,-0.001167,-0.000025,-0.001242,0,0
-118.290231,34.019542,0.004114,0.000059,-0.002533,0,0
-118.290231,34.019542,-0.006499,0.001688,0.004894,0,0
-118.290202,34.01953,0.003895,-0.010859,0.002265,0,0
-118.290202,34.01953,0.002178,-0.014995,-0.006739,0,0
-118.290202,34.01953,0.006219,-0.002164,0.001184,0,0
-118.290202,34.01953,-0.005483,-0.002423,0.003313,0,0
-118.290168,34.019516,-0.000611,0.003165,-0.001547,0,0
-118.290168,34.019516,-0.000216,0.001405,0.001495,0,0
-118.290168,34.019516,0.000464,0.003254,0.000968,0,0
-118.290168,34.019516,-0.002631,0.007948,-0.001265,0,0
-118.290168,34.019516,0.00579,0.00502,0.000286,0,0
-118.290168,34.019516,-0.001162,-0.002541,-0.00333,0,0
-118.290168,34.019516,0.000937,-0.005097,-0.001204,0,0
-118.290168,34.019516,-0.007489,0.004052,0.004343,0,0
-118.290168,34.019516,0.008717,0.001424,-0.000524,0,0
-118.290055,34.01946,-0.003596,-0.001819,-0.003445,0,0
-118.290055,34.01946,0.002995,0.001621,0.003994,0,0
-118.290055,34.01946,-0.007492,0.002477,-0.001385,0,0
-118.289986,34.019425,-0.003518,-0.000115,-0.001141,0,0
-118.289986,34.019425,0.003036,0.010157,-0.00071,0,0
-118.289986,34.019425,0.00621,-0.001197,0.008662,0,0
-118.289986,34.019425,-0.004757,-0.004557,-0.004176,0,0
-118.289916,34.019393,-0.004548,0.000643,-0.003372,0,0
-118.289916,34.019393,0.012957,-0.008608,0.005782,0,0
-118.289916,34.019393,-0.002504,-0.002781,-0.009151,0,0
-118.289916,34.019393,-0.006439,0.015292,0.007299,0,0
-118.289834,34.019375,0.009955,-0.001989,-0.005169,0,0
-118.289834,34.019375,0.003495,0.010819,-0.002241,0,0
-118.289834,34.019375,-0.010469,0.004172,0.003686,0,0
-118.289834,34.019375,-0.014081,0.002351,0.001393,0,0
-118.289757,34.019343,0.017397,-0.000464,0.002756,0,0
-118.289757,34.019343,-0.008071,-0.000657,-0.006988,0,0
-118.289757,34.019343,0.009773,0.001022,0.007534,0,0
-118.289757,34.019343,-0.004332,0.00647,-0.003213,0,0
-118.289711,34.019324,0.000594,-0.001732,-0.003739,0,0
-118.289711,34.019324,-0.003801,0.000176,0.002738,0,0
-118.289711,34.019324,0.005164,-0.000554,0.000635,0,0
-118.289711,34.019324,-0.000475,-0.002981,0.00091,0,0
-118.28968,34.019311,-0.002101,-0.00189,0.000986,0,0
-118.28968,34.019311,-0.002077,-0.009456,-0.003586,0,0
-118.28968,34.019311,0.00192,-0.005726,0.002908,0,0
-118.28968,34.019311,-0.001819,-0.001769,-0.001528,0,0
-118.289657,34.019301,0.000223,-0.000274,0.001708,0,0
-118.289657,34.019301,0.000143,0.001002,-0.00105,0,0
-118.289657,34.019301,0.000507,0.00014,0.002021,0,0
-118.289657,34.019301,-0.001897,-0.001971,-0.002728,0,0
-118.289642,34.019295,0.000188,0.001391,0.000045,0,0
-118.289642,34.019295,0.001523,-0.00155,0.001181,0,0
-118.289642,34.019295,-0.000893,0.001389,0.000145,0,0
-118.289642,34.019295,0.00267,0.000576,0.000414,0,0
-118.289621,34.019286,-0.000965,-0.000356,0.000728,0,0
-118.289621,34.019286,-0.001147,-0.004075,-0.000836,0,0
-118.289621,34.019286,0.001705,-0.008009,-0.003089,0,0
-118.289621,34.019286,-0.002798,-0.001414,0.003994,0,0
-118.289621,34.019286,0.00058,0.001704,-0.003244,0,0
-118.2896,34.019277,0.001668,0.005029,0.001858,0,0
-118.2896,34.019277,-0.001312,0.003742,0.000016,0,0
-118.2896,34.019277,0.002034,0.003303,0.000406,0,0
-118.289577,34.019268,-0.002379,0.000702,0.002194,0,0
-118.289577,34.019268,-0.000128,0.000394,-0.0003,0,0
-118.289577,34.019268,-0.001836,-0.005057,-0.00495,0,0
-118.289577,34.019268,-0.000461,-0.005861,0.002917,0,0
-118.289577,34.019268,0.002004,-0.005296,-0.002432,0,0
-118.289549,34.019256,-0.000492,-0.000977,0.001324,0,0
-118.289549,34.019256,-0.003107,0.000176,-0.002502,0,0
-118.289549,34.019256,0.00127,0.001772,0.004483,0,0
-118.289549,34.019256,-0.000333,0.000638,-0.000638,0,0
-118.289519,34.019243,0.002555,0.000574,-0.002866,0,0
-118.289519,34.019243,0.000023,0.00361,0.001769,0,0
-118.289519,34.019243,-0.002969,0.007816,0.001761,0,0
-118.289519,34.019243,0.001741,0.007953,-0.001346,0,0
-118.289476,34.019225,-0.000282,0.006723,0.003789,0,0
-118.289476,34.019225,0.000879,-0.001516,-0.001747,0,0
-118.289476,34.019225,0.002821,0.001939,-0.00103,0,0
-118.289426,34.019204,0.000126,0.006046,-0.020823,0,0
-118.289426,34.019204,-0.006775,-0.022272,0.043218,1,0
-118.289426,34.019204,0.008119,0.016291,-0.046732,0,0
-118.289426,34.019204,-0.008575,-0.015711,0.030481,0,0
-118.289426,34.019204,0.007879,0.012146,0.023464,0,0
-118.289401,34.019193,-0.002499,-0.018592,-0.054921,0,0
